 Drosophila Celegans
0 "gi|671162298|ref|NP_001288144.1| unextended, isoform H [Drosophila melanogaster]" "gi|392925573|ref|NP_508521.2| Protein C33D12.2 [Caenorhabditis elegans]"
5076 "gi|442630002|ref|NP_001261373.1| Ecdysone-induced protein 63E, isoform N [Drosophila melanogaster]" "gi|392894690|ref|NP_001254914.1| Protein CDK-12, isoform b [Caenorhabditis elegans]"
5077 "gi|442630002|ref|NP_001261373.1| Ecdysone-induced protein 63E, isoform N [Drosophila melanogaster]" "gi|392920629|ref|NP_001256291.1| Protein Y42A5A.4, isoform a [Caenorhabditis elegans]"
5078 "gi|442630002|ref|NP_001261373.1| Ecdysone-induced protein 63E, isoform N [Drosophila melanogaster]" "gi|392920627|ref|NP_001256290.1| Protein Y42A5A.4, isoform c [Caenorhabditis elegans]"
5079 "gi|442630002|ref|NP_001261373.1| Ecdysone-induced protein 63E, isoform N [Drosophila melanogaster]" "gi|392920625|ref|NP_001256289.1| Protein Y42A5A.4, isoform b [Caenorhabditis elegans]"
5080 "gi|442630002|ref|NP_001261373.1| Ecdysone-induced protein 63E, isoform N [Drosophila melanogaster]" "gi|453232268|ref|NP_001263802.1| Protein MBK-2, isoform h [Caenorhabditis elegans]"
5081 "gi|442630002|ref|NP_001261373.1| Ecdysone-induced protein 63E, isoform N [Drosophila melanogaster]" "gi|392901394|ref|NP_001255694.1| Protein MBK-2, isoform g [Caenorhabditis elegans]"
5082 "gi|442630002|ref|NP_001261373.1| Ecdysone-induced protein 63E, isoform N [Drosophila melanogaster]" "gi|392901397|ref|NP_001255695.1| Protein MBK-2, isoform f [Caenorhabditis elegans]"
5083 "gi|442630002|ref|NP_001261373.1| Ecdysone-induced protein 63E, isoform N [Drosophila melanogaster]" "gi|392902275|ref|NP_001255939.1| Protein C49C3.10, isoform a [Caenorhabditis elegans]"
5084 "gi|442630002|ref|NP_001261373.1| Ecdysone-induced protein 63E, isoform N [Drosophila melanogaster]" "gi|392902277|ref|NP_001255940.1| Protein C49C3.10, isoform b [Caenorhabditis elegans]"
5085 "gi|442629969|ref|NP_001261368.1| karst, isoform H [Drosophila melanogaster]" "gi|392920947|ref|NP_001256383.1| Protein SMA-1, isoform d [Caenorhabditis elegans]"
5086 "gi|442629969|ref|NP_001261368.1| karst, isoform H [Drosophila melanogaster]" "gi|392920945|ref|NP_001256382.1| Protein SMA-1, isoform c [Caenorhabditis elegans]"
5087 "gi|442629969|ref|NP_001261368.1| karst, isoform H [Drosophila melanogaster]" "gi|453232386|ref|NP_001024053.2| Protein UNC-70, isoform b [Caenorhabditis elegans]"
5088 "gi|442629969|ref|NP_001261368.1| karst, isoform H [Drosophila melanogaster]" "gi|392925601|ref|NP_001257000.1| Protein SPC-1, isoform b [Caenorhabditis elegans]"
5089 "gi|442629969|ref|NP_001261368.1| karst, isoform H [Drosophila melanogaster]" "gi|392919357|ref|NP_001256073.1| Protein UNC-70, isoform c [Caenorhabditis elegans]"
5090 "gi|442629969|ref|NP_001261368.1| karst, isoform H [Drosophila melanogaster]" "gi|392925599|ref|NP_001256999.1| Protein SPC-1, isoform a [Caenorhabditis elegans]"
5091 "gi|442629969|ref|NP_001261368.1| karst, isoform H [Drosophila melanogaster]" "gi|392921150|ref|NP_001256424.1| Protein ATN-1, isoform d [Caenorhabditis elegans]"
5092 "gi|442629969|ref|NP_001261368.1| karst, isoform H [Drosophila melanogaster]" "gi|392921148|ref|NP_001256423.1| Protein ATN-1, isoform c [Caenorhabditis elegans]"
5093 "gi|442629969|ref|NP_001261368.1| karst, isoform H [Drosophila melanogaster]" "gi|392899675|ref|NP_501432.3| Protein M116.5 [Caenorhabditis elegans]"
5094 "gi|442629969|ref|NP_001261368.1| karst, isoform H [Drosophila melanogaster]" "gi|392898151|ref|NP_001023551.2| Protein FLN-1, isoform b [Caenorhabditis elegans]"
5095 "gi|442629969|ref|NP_001261368.1| karst, isoform H [Drosophila melanogaster]" "gi|392898149|ref|NP_001255222.1| Protein FLN-1, isoform e [Caenorhabditis elegans]"
5096 "gi|442629969|ref|NP_001261368.1| karst, isoform H [Drosophila melanogaster]" "gi|392898143|ref|NP_001023550.2| Protein FLN-1, isoform a [Caenorhabditis elegans]"
5097 "gi|442629969|ref|NP_001261368.1| karst, isoform H [Drosophila melanogaster]" "gi|392898139|ref|NP_001255220.1| Protein FLN-1, isoform f [Caenorhabditis elegans]"
5098 "gi|442629969|ref|NP_001261368.1| karst, isoform H [Drosophila melanogaster]" "gi|392898141|ref|NP_001255221.1| Protein FLN-1, isoform g [Caenorhabditis elegans]"
5099 "gi|442629969|ref|NP_001261368.1| karst, isoform H [Drosophila melanogaster]" "gi|392926860|ref|NP_509581.4| Protein FLN-2, isoform b [Caenorhabditis elegans]"
5100 "gi|442629967|ref|NP_001261367.1| karst, isoform G [Drosophila melanogaster]" "gi|392920947|ref|NP_001256383.1| Protein SMA-1, isoform d [Caenorhabditis elegans]"
5101 "gi|442629967|ref|NP_001261367.1| karst, isoform G [Drosophila melanogaster]" "gi|392920945|ref|NP_001256382.1| Protein SMA-1, isoform c [Caenorhabditis elegans]"
5102 "gi|442629967|ref|NP_001261367.1| karst, isoform G [Drosophila melanogaster]" "gi|453232386|ref|NP_001024053.2| Protein UNC-70, isoform b [Caenorhabditis elegans]"
5103 "gi|442629967|ref|NP_001261367.1| karst, isoform G [Drosophila melanogaster]" "gi|392919357|ref|NP_001256073.1| Protein UNC-70, isoform c [Caenorhabditis elegans]"
5104 "gi|442629967|ref|NP_001261367.1| karst, isoform G [Drosophila melanogaster]" "gi|392925601|ref|NP_001257000.1| Protein SPC-1, isoform b [Caenorhabditis elegans]"
5105 "gi|442629967|ref|NP_001261367.1| karst, isoform G [Drosophila melanogaster]" "gi|392925599|ref|NP_001256999.1| Protein SPC-1, isoform a [Caenorhabditis elegans]"
5106 "gi|442629967|ref|NP_001261367.1| karst, isoform G [Drosophila melanogaster]" "gi|392921150|ref|NP_001256424.1| Protein ATN-1, isoform d [Caenorhabditis elegans]"
5107 "gi|442629967|ref|NP_001261367.1| karst, isoform G [Drosophila melanogaster]" "gi|392921148|ref|NP_001256423.1| Protein ATN-1, isoform c [Caenorhabditis elegans]"
5108 "gi|442629967|ref|NP_001261367.1| karst, isoform G [Drosophila melanogaster]" "gi|392899675|ref|NP_501432.3| Protein M116.5 [Caenorhabditis elegans]"
5109 "gi|442629967|ref|NP_001261367.1| karst, isoform G [Drosophila melanogaster]" "gi|392898151|ref|NP_001023551.2| Protein FLN-1, isoform b [Caenorhabditis elegans]"
5110 "gi|442629967|ref|NP_001261367.1| karst, isoform G [Drosophila melanogaster]" "gi|392898149|ref|NP_001255222.1| Protein FLN-1, isoform e [Caenorhabditis elegans]"
5111 "gi|442629967|ref|NP_001261367.1| karst, isoform G [Drosophila melanogaster]" "gi|392898143|ref|NP_001023550.2| Protein FLN-1, isoform a [Caenorhabditis elegans]"
5112 "gi|442629967|ref|NP_001261367.1| karst, isoform G [Drosophila melanogaster]" "gi|392898141|ref|NP_001255221.1| Protein FLN-1, isoform g [Caenorhabditis elegans]"
5113 "gi|442629967|ref|NP_001261367.1| karst, isoform G [Drosophila melanogaster]" "gi|392898139|ref|NP_001255220.1| Protein FLN-1, isoform f [Caenorhabditis elegans]"
5114 "gi|442629967|ref|NP_001261367.1| karst, isoform G [Drosophila melanogaster]" "gi|392926860|ref|NP_509581.4| Protein FLN-2, isoform b [Caenorhabditis elegans]"
5115 "gi|442629916|ref|NP_001261362.1| heat shock protein 83, isoform B [Drosophila melanogaster]" "gi|392900718|ref|NP_001255536.1| Protein ENPL-1, isoform a [Caenorhabditis elegans]"
5116 "gi|442629916|ref|NP_001261362.1| heat shock protein 83, isoform B [Drosophila melanogaster]" "gi|392900720|ref|NP_001255537.1| Protein ENPL-1, isoform b [Caenorhabditis elegans]"
5117 "gi|442629833|ref|NP_001261347.1| FMRFamide receptor, isoform B [Drosophila melanogaster]" "gi|392926741|ref|NP_509470.3| Protein FRPR-8 [Caenorhabditis elegans]"
5118 "gi|442629833|ref|NP_001261347.1| FMRFamide receptor, isoform B [Drosophila melanogaster]" "gi|392926625|ref|NP_509368.3| Protein FRPR-1 [Caenorhabditis elegans]"
5119 "gi|442629833|ref|NP_001261347.1| FMRFamide receptor, isoform B [Drosophila melanogaster]" "gi|392921529|ref|NP_001256517.1| Protein FRPR-5, isoform a [Caenorhabditis elegans]"
5120 "gi|442629833|ref|NP_001261347.1| FMRFamide receptor, isoform B [Drosophila melanogaster]" "gi|453232546|ref|NP_001263882.1| Protein FRPR-5, isoform d [Caenorhabditis elegans]"
5121 "gi|442629833|ref|NP_001261347.1| FMRFamide receptor, isoform B [Drosophila melanogaster]" "gi|392921527|ref|NP_001256516.1| Protein FRPR-5, isoform b [Caenorhabditis elegans]"
5122 "gi|442629833|ref|NP_001261347.1| FMRFamide receptor, isoform B [Drosophila melanogaster]" "gi|392899573|ref|NP_501332.2| Protein FRPR-10 [Caenorhabditis elegans]"
5123 "gi|442629833|ref|NP_001261347.1| FMRFamide receptor, isoform B [Drosophila melanogaster]" "gi|392920593|ref|NP_001256282.1| Protein FRPR-9, isoform b [Caenorhabditis elegans]"
5124 "gi|442629833|ref|NP_001261347.1| FMRFamide receptor, isoform B [Drosophila melanogaster]" "gi|392920591|ref|NP_001256281.1| Protein FRPR-9, isoform a [Caenorhabditis elegans]"
5125 "gi|442629826|ref|NP_001261345.1| shaker cognate b, isoform N [Drosophila melanogaster]" "gi|392899211|ref|NP_500975.2| Protein SHL-1 [Caenorhabditis elegans]"
5126 "gi|442629826|ref|NP_001261345.1| shaker cognate b, isoform N [Drosophila melanogaster]" "gi|392920423|ref|NP_001256237.1| Protein C32C4.1, isoform e [Caenorhabditis elegans]"
5127 "gi|442629826|ref|NP_001261345.1| shaker cognate b, isoform N [Drosophila melanogaster]" "gi|392920425|ref|NP_001256238.1| Protein C32C4.1, isoform i [Caenorhabditis elegans]"
5128 "gi|442629826|ref|NP_001261345.1| shaker cognate b, isoform N [Drosophila melanogaster]" "gi|392920421|ref|NP_001256236.1| Protein C32C4.1, isoform h [Caenorhabditis elegans]"
5129 "gi|442629826|ref|NP_001261345.1| shaker cognate b, isoform N [Drosophila melanogaster]" "gi|392920419|ref|NP_001256235.1| Protein C32C4.1, isoform f [Caenorhabditis elegans]"
5130 "gi|442629826|ref|NP_001261345.1| shaker cognate b, isoform N [Drosophila melanogaster]" "gi|392920430|ref|NP_001256240.1| Protein C32C4.1, isoform c [Caenorhabditis elegans]"
5131 "gi|442629826|ref|NP_001261345.1| shaker cognate b, isoform N [Drosophila melanogaster]" "gi|392920428|ref|NP_001256239.1| Protein C32C4.1, isoform g [Caenorhabditis elegans]"
5132 "gi|442629826|ref|NP_001261345.1| shaker cognate b, isoform N [Drosophila melanogaster]" "gi|392892334|ref|NP_001254403.1| Protein KQT-3, isoform a [Caenorhabditis elegans]"
5133 "gi|442629817|ref|NP_001261342.1| polypeptide GalNAc transferase 6, isoform C [Drosophila melanogaster]" "gi|392923087|ref|NP_001256888.1| Protein GLY-4, isoform c [Caenorhabditis elegans]"
5134 "gi|442629812|ref|NP_001261341.1| Autophagy-specific gene 2, isoform B [Drosophila melanogaster]" "gi|392926363|ref|NP_509145.3| Protein ATG-2 [Caenorhabditis elegans]"
5135 "gi|442629758|ref|NP_001261333.1| misshapen, isoform I [Drosophila melanogaster]" "gi|392892180|ref|NP_001254363.1| Protein MAX-2, isoform d [Caenorhabditis elegans]"
5136 "gi|442629758|ref|NP_001261333.1| misshapen, isoform I [Drosophila melanogaster]" "gi|392922632|ref|NP_001256762.1| Protein GCK-3, isoform c [Caenorhabditis elegans]"
5137 "gi|442629758|ref|NP_001261333.1| misshapen, isoform I [Drosophila melanogaster]" "gi|392921738|ref|NP_001122967.2| Protein PAR-1, isoform d [Caenorhabditis elegans]"
5138 "gi|442629758|ref|NP_001261333.1| misshapen, isoform I [Drosophila melanogaster]" "gi|392921754|ref|NP_001256565.1| Protein PAR-1, isoform e [Caenorhabditis elegans]"
5139 "gi|442629758|ref|NP_001261333.1| misshapen, isoform I [Drosophila melanogaster]" "gi|392927074|ref|NP_001257101.1| Protein PKN-1, isoform b [Caenorhabditis elegans]"
5140 "gi|442629758|ref|NP_001261333.1| misshapen, isoform I [Drosophila melanogaster]" "gi|392920625|ref|NP_001256289.1| Protein Y42A5A.4, isoform b [Caenorhabditis elegans]"
5141 "gi|442629758|ref|NP_001261333.1| misshapen, isoform I [Drosophila melanogaster]" "gi|392920629|ref|NP_001256291.1| Protein Y42A5A.4, isoform a [Caenorhabditis elegans]"
5142 "gi|442629758|ref|NP_001261333.1| misshapen, isoform I [Drosophila melanogaster]" "gi|392922672|ref|NP_001256779.1| Protein PAR-4, isoform c [Caenorhabditis elegans]"
5143 "gi|442629758|ref|NP_001261333.1| misshapen, isoform I [Drosophila melanogaster]" "gi|392922670|ref|NP_001256778.1| Protein PAR-4, isoform a [Caenorhabditis elegans]"
5144 "gi|442629758|ref|NP_001261333.1| misshapen, isoform I [Drosophila melanogaster]" "gi|392922674|ref|NP_001256780.1| Protein PAR-4, isoform b [Caenorhabditis elegans]"
5145 "gi|442629758|ref|NP_001261333.1| misshapen, isoform I [Drosophila melanogaster]" "gi|392920627|ref|NP_001256290.1| Protein Y42A5A.4, isoform c [Caenorhabditis elegans]"
5146 "gi|442629756|ref|NP_001261332.1| misshapen, isoform H [Drosophila melanogaster]" "gi|392892180|ref|NP_001254363.1| Protein MAX-2, isoform d [Caenorhabditis elegans]"
5147 "gi|442629756|ref|NP_001261332.1| misshapen, isoform H [Drosophila melanogaster]" "gi|392922632|ref|NP_001256762.1| Protein GCK-3, isoform c [Caenorhabditis elegans]"
5148 "gi|442629756|ref|NP_001261332.1| misshapen, isoform H [Drosophila melanogaster]" "gi|392921738|ref|NP_001122967.2| Protein PAR-1, isoform d [Caenorhabditis elegans]"
5149 "gi|442629756|ref|NP_001261332.1| misshapen, isoform H [Drosophila melanogaster]" "gi|392921742|ref|NP_001256559.1| Protein PAR-1, isoform f [Caenorhabditis elegans]"
5150 "gi|442629756|ref|NP_001261332.1| misshapen, isoform H [Drosophila melanogaster]" "gi|392921746|ref|NP_001256561.1| Protein PAR-1, isoform g [Caenorhabditis elegans]"
5151 "gi|442629756|ref|NP_001261332.1| misshapen, isoform H [Drosophila melanogaster]" "gi|392921754|ref|NP_001256565.1| Protein PAR-1, isoform e [Caenorhabditis elegans]"
5152 "gi|442629756|ref|NP_001261332.1| misshapen, isoform H [Drosophila melanogaster]" "gi|392927074|ref|NP_001257101.1| Protein PKN-1, isoform b [Caenorhabditis elegans]"
5153 "gi|442629756|ref|NP_001261332.1| misshapen, isoform H [Drosophila melanogaster]" "gi|392927076|ref|NP_001257102.1| Protein PKN-1, isoform a [Caenorhabditis elegans]"
5154 "gi|442629756|ref|NP_001261332.1| misshapen, isoform H [Drosophila melanogaster]" "gi|392920625|ref|NP_001256289.1| Protein Y42A5A.4, isoform b [Caenorhabditis elegans]"
5155 "gi|442629756|ref|NP_001261332.1| misshapen, isoform H [Drosophila melanogaster]" "gi|392920629|ref|NP_001256291.1| Protein Y42A5A.4, isoform a [Caenorhabditis elegans]"
5156 "gi|442629756|ref|NP_001261332.1| misshapen, isoform H [Drosophila melanogaster]" "gi|392920627|ref|NP_001256290.1| Protein Y42A5A.4, isoform c [Caenorhabditis elegans]"
5157 "gi|442629756|ref|NP_001261332.1| misshapen, isoform H [Drosophila melanogaster]" "gi|392922672|ref|NP_001256779.1| Protein PAR-4, isoform c [Caenorhabditis elegans]"
5158 "gi|442629756|ref|NP_001261332.1| misshapen, isoform H [Drosophila melanogaster]" "gi|392922674|ref|NP_001256780.1| Protein PAR-4, isoform b [Caenorhabditis elegans]"
5159 "gi|442629756|ref|NP_001261332.1| misshapen, isoform H [Drosophila melanogaster]" "gi|392922670|ref|NP_001256778.1| Protein PAR-4, isoform a [Caenorhabditis elegans]"
5160 "gi|442629754|ref|NP_995971.2| misshapen, isoform G [Drosophila melanogaster]" "gi|392892180|ref|NP_001254363.1| Protein MAX-2, isoform d [Caenorhabditis elegans]"
5161 "gi|442629754|ref|NP_995971.2| misshapen, isoform G [Drosophila melanogaster]" "gi|392922632|ref|NP_001256762.1| Protein GCK-3, isoform c [Caenorhabditis elegans]"
5162 "gi|442629754|ref|NP_995971.2| misshapen, isoform G [Drosophila melanogaster]" "gi|392921744|ref|NP_001256560.1| Protein PAR-1, isoform j [Caenorhabditis elegans]"
5163 "gi|442629754|ref|NP_995971.2| misshapen, isoform G [Drosophila melanogaster]" "gi|392921738|ref|NP_001122967.2| Protein PAR-1, isoform d [Caenorhabditis elegans]"
5164 "gi|442629754|ref|NP_995971.2| misshapen, isoform G [Drosophila melanogaster]" "gi|392921746|ref|NP_001256561.1| Protein PAR-1, isoform g [Caenorhabditis elegans]"
5165 "gi|442629754|ref|NP_995971.2| misshapen, isoform G [Drosophila melanogaster]" "gi|392921742|ref|NP_001256559.1| Protein PAR-1, isoform f [Caenorhabditis elegans]"
5166 "gi|442629754|ref|NP_995971.2| misshapen, isoform G [Drosophila melanogaster]" "gi|392921754|ref|NP_001256565.1| Protein PAR-1, isoform e [Caenorhabditis elegans]"
5167 "gi|442629754|ref|NP_995971.2| misshapen, isoform G [Drosophila melanogaster]" "gi|392922672|ref|NP_001256779.1| Protein PAR-4, isoform c [Caenorhabditis elegans]"
5168 "gi|442629754|ref|NP_995971.2| misshapen, isoform G [Drosophila melanogaster]" "gi|392922670|ref|NP_001256778.1| Protein PAR-4, isoform a [Caenorhabditis elegans]"
5169 "gi|442629754|ref|NP_995971.2| misshapen, isoform G [Drosophila melanogaster]" "gi|392922674|ref|NP_001256780.1| Protein PAR-4, isoform b [Caenorhabditis elegans]"
5170 "gi|442629754|ref|NP_995971.2| misshapen, isoform G [Drosophila melanogaster]" "gi|392920629|ref|NP_001256291.1| Protein Y42A5A.4, isoform a [Caenorhabditis elegans]"
5171 "gi|442629754|ref|NP_995971.2| misshapen, isoform G [Drosophila melanogaster]" "gi|392920625|ref|NP_001256289.1| Protein Y42A5A.4, isoform b [Caenorhabditis elegans]"
5172 "gi|442629754|ref|NP_995971.2| misshapen, isoform G [Drosophila melanogaster]" "gi|392920627|ref|NP_001256290.1| Protein Y42A5A.4, isoform c [Caenorhabditis elegans]"
5173 "gi|442629752|ref|NP_001261331.1| misshapen, isoform F [Drosophila melanogaster]" "gi|392892180|ref|NP_001254363.1| Protein MAX-2, isoform d [Caenorhabditis elegans]"
5174 "gi|442629752|ref|NP_001261331.1| misshapen, isoform F [Drosophila melanogaster]" "gi|392922632|ref|NP_001256762.1| Protein GCK-3, isoform c [Caenorhabditis elegans]"
5175 "gi|442629752|ref|NP_001261331.1| misshapen, isoform F [Drosophila melanogaster]" "gi|392921738|ref|NP_001122967.2| Protein PAR-1, isoform d [Caenorhabditis elegans]"
5176 "gi|442629752|ref|NP_001261331.1| misshapen, isoform F [Drosophila melanogaster]" "gi|392921744|ref|NP_001256560.1| Protein PAR-1, isoform j [Caenorhabditis elegans]"
5177 "gi|442629752|ref|NP_001261331.1| misshapen, isoform F [Drosophila melanogaster]" "gi|392921742|ref|NP_001256559.1| Protein PAR-1, isoform f [Caenorhabditis elegans]"
5178 "gi|442629752|ref|NP_001261331.1| misshapen, isoform F [Drosophila melanogaster]" "gi|392921746|ref|NP_001256561.1| Protein PAR-1, isoform g [Caenorhabditis elegans]"
5179 "gi|442629752|ref|NP_001261331.1| misshapen, isoform F [Drosophila melanogaster]" "gi|392921754|ref|NP_001256565.1| Protein PAR-1, isoform e [Caenorhabditis elegans]"
5180 "gi|442629752|ref|NP_001261331.1| misshapen, isoform F [Drosophila melanogaster]" "gi|392927074|ref|NP_001257101.1| Protein PKN-1, isoform b [Caenorhabditis elegans]"
5181 "gi|442629752|ref|NP_001261331.1| misshapen, isoform F [Drosophila melanogaster]" "gi|392927076|ref|NP_001257102.1| Protein PKN-1, isoform a [Caenorhabditis elegans]"
5182 "gi|442629752|ref|NP_001261331.1| misshapen, isoform F [Drosophila melanogaster]" "gi|392920625|ref|NP_001256289.1| Protein Y42A5A.4, isoform b [Caenorhabditis elegans]"
5183 "gi|442629752|ref|NP_001261331.1| misshapen, isoform F [Drosophila melanogaster]" "gi|392922670|ref|NP_001256778.1| Protein PAR-4, isoform a [Caenorhabditis elegans]"
5184 "gi|442629752|ref|NP_001261331.1| misshapen, isoform F [Drosophila melanogaster]" "gi|392922672|ref|NP_001256779.1| Protein PAR-4, isoform c [Caenorhabditis elegans]"
5185 "gi|442629752|ref|NP_001261331.1| misshapen, isoform F [Drosophila melanogaster]" "gi|392922674|ref|NP_001256780.1| Protein PAR-4, isoform b [Caenorhabditis elegans]"
5186 "gi|442629752|ref|NP_001261331.1| misshapen, isoform F [Drosophila melanogaster]" "gi|392920627|ref|NP_001256290.1| Protein Y42A5A.4, isoform c [Caenorhabditis elegans]"
5187 "gi|442629752|ref|NP_001261331.1| misshapen, isoform F [Drosophila melanogaster]" "gi|392899406|ref|NP_001255294.1| Protein UNC-82, isoform e [Caenorhabditis elegans]"
5188 "gi|442629752|ref|NP_001261331.1| misshapen, isoform F [Drosophila melanogaster]" "gi|392899408|ref|NP_501186.5| Protein UNC-82, isoform b [Caenorhabditis elegans]"
5189 "gi|442629752|ref|NP_001261331.1| misshapen, isoform F [Drosophila melanogaster]" "gi|392899412|ref|NP_001255296.1| Protein UNC-82, isoform d [Caenorhabditis elegans]"
